"Parameters",,,,,,,"Overall","Mustang14",,,,,,,,,,"Mustang07",,,,,,,,,,"Mustang12",,,,,,,,,,"Mustang13",,,,,,,,,,"Mustang15",,,,,,,,,,"Mustang16",,,,,,,,,,"Mustang17",,,,,,,,,,
"name","try","bit","data","batch","host","worker","gpu","time","cpup","memc","recv","send","iord","iowt","dski","dsko","gpup","memg","cpup","memc","recv","send","iord","iowt","dski","dsko","gpup","memg","cpup","memc","recv","send","iord","iowt","dski","dsko","gpup","memg","cpup","memc","recv","send","iord","iowt","dski","dsko","gpup","memg","cpup","memc","recv","send","iord","iowt","dski","dsko","gpup","memg","cpup","memc","recv","send","iord","iowt","dski","dsko","gpup","memg","cpup","memc","recv","send","iord","iowt","dski","dsko","gpup","memg"

